5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
1.901800597160029E-15 3.607084214179121E-14 
5.528836267800573E-16 5.95900231997473E-14 
5.528836267800573E-16 5.95900231997473E-14 
1.901800597160029E-15 3.607084214179121E-14 
